Mundial,link,Posicion,Jugador,Goles,Partidos,Promedio de Gol,Selección
Mundial 2018,/jugadores/harry_kane.php,1,Harry Kane,6 ,6,1.00,Inglaterra
Mundial 2018,/jugadores/denis_cheryshev.php,3,Denis Cheryshev,4 ,5,0.80,Rusia
Mundial 2018,/jugadores/cristiano_ronaldo.php,4,Cristiano Ronaldo,4 ,4,1.00,Portugal
Mundial 2018,/jugadores/antoine_griezmann.php,5,Antoine Griezmann,4 ,7,0.57,Francia
Mundial 2018,/jugadores/romelu_lukaku.php,6,Romelu Lukaku,4 ,6,0.67,Belgica
Mundial 2018,/jugadores/kylian_mbappe.php,7,Kylian Mbappé,4 ,7,0.57,Francia
Mundial 2018,/jugadores/edinson_cavani.php,9,Edinson Cavani,3 ,4,0.75,Uruguay
Mundial 2018,/jugadores/diego_costa.php,10,Diego Costa,3 ,4,0.75,España
Mundial 2018,/jugadores/artem_dzyuba.php,11,Artem Dzyuba,3 ,5,0.60,Rusia
Mundial 2018,/jugadores/eden_hazard.php,12,Eden Hazard,3 ,6,0.50,Belgica
Mundial 2018,/jugadores/mario_mandzukic.php,13,Mario Mandzukic,3 ,6,0.50,Croacia
Mundial 2018,/jugadores/yerry_mina.php,14,Yerry Mina,3 ,3,1.00,Colombia
Mundial 2018,/jugadores/ivan_perisic.php,15,Ivan Perisic,3 ,7,0.43,Croacia
Mundial 2018,/jugadores/sergio_aguero.php,17,Sergio Agüero,2 ,4,0.50,Argentina
Mundial 2018,/jugadores/andreas_granqvist.php,18,Andreas Granqvist,2 ,5,0.40,Suecia
Mundial 2018,/jugadores/takashi_inui.php,19,Takashi Inui,2 ,4,0.50,Japon
Mundial 2018,/jugadores/mile_jedinak.php,20,Mile Jedinak,2 ,3,0.67,Australia
Mundial 2018,/jugadores/wahbi_khazri.php,21,Wahbi Khazri,2 ,3,0.67,Tunez
Mundial 2018,/jugadores/luka_modric.php,22,Luka Modric,2 ,7,0.29,Croacia
Mundial 2018,/jugadores/ahmed_musa.php,23,Ahmed Musa,2 ,3,0.67,Nigeria
Mundial 2018,/jugadores/neymar.php,24,Neymar Jr.,2 ,5,0.40,Brasil
Mundial 2018,/jugadores/philippe_coutinho.php,25,Philippe Coutinho,2 ,5,0.40,Brasil
Mundial 2018,/jugadores/mohamed_salah.php,26,Mohamed Salah,2 ,2,1.00,Egipto
Mundial 2018,/jugadores/heung_min_son.php,27,Heung-Min Son,2 ,3,0.67,CoreadelSur
Mundial 2018,/jugadores/john_stones.php,28,John Stones,2 ,7,0.29,Inglaterra
Mundial 2018,/jugadores/luis_suarez.php,29,Luis Suarez,2 ,5,0.40,Uruguay
Mundial 2018,/jugadores/salem_al_dawsari.php,31,Salem Al-Dawsari,1 ,3,0.33,ArabiaSaudita
Mundial 2018,/jugadores/salman_al_faraj.php,32,Salman Al-Faraj,1 ,3,0.33,ArabiaSaudita
Mundial 2018,/jugadores/dele_alli.php,33,Dele Alli,1 ,5,0.20,Inglaterra
Mundial 2018,/jugadores/karim_ansarifard.php,34,Karim Ansarifard,1 ,3,0.33,Iran
Mundial 2018,/jugadores/iago_aspas.php,35,Iago Aspas,1 ,3,0.33,España
Mundial 2018,/jugadores/ludwig_augustinsson.php,36,Ludwig Augustinsson,1 ,5,0.20,Suecia
Mundial 2018,/jugadores/milan_badelj.php,37,Milan Badelj,1 ,3,0.33,Croacia
Mundial 2018,/jugadores/felipe_baloy.php,38,Felipe Baloy,1 ,1,1.00,Panama
Mundial 2018,/jugadores/michy_batshuayi.php,39,Michy Batshuayi,1 ,3,0.33,Belgica
Mundial 2018,/jugadores/jan_bednarek.php,40,Jan Bednarek,1 ,3,0.33,Polonia
Mundial 2018,/jugadores/fakhreddine_ben_youssef.php,41,Fakhreddine Ben Youssef,1 ,3,0.33,Tunez
Mundial 2018,/jugadores/khalid_boutaib.php,42,Khalid Boutaïb,1 ,2,0.50,Marruecos
Mundial 2018,/jugadores/dylan_bronn.php,43,Dylan Bronn,1 ,2,0.50,Tunez
Mundial 2018,/jugadores/andre_carrillo.php,44,André Carrillo,1 ,3,0.33,Peru
Mundial 2018,/jugadores/nacer_chadli.php,45,Nacer Chadli,1 ,6,0.17,Belgica
Mundial 2018,/jugadores/juan_guillermo_cuadrado.php,46,Juan Guillermo Cuadrado,1 ,4,0.25,Colombia
Mundial 2018,/jugadores/kevin_de_bruyne.php,47,Kevin De Bruyne,1 ,6,0.17,Belgica
Mundial 2018,/jugadores/angel_di_maria.php,48,Angel Di Maria,1 ,3,0.33,Argentina
Mundial 2018,/jugadores/josip_drmic.php,49,Josip Drmic,1 ,3,0.33,Suiza
Mundial 2018,/jugadores/blerim_dzemaili.php,50,Blerim Dzemaili,1 ,4,0.25,Suiza
Mundial 2018,/jugadores/youssef_en_nesyri.php,51,Youssef En-Nesyri,1 ,1,1.00,Marruecos
Mundial 2018,/jugadores/christian_eriksen.php,52,Christian Eriksen,1 ,4,0.25,Dinamarca
Mundial 2018,/jugadores/radamel_falcao.php,53,Radamel Falcao,1 ,4,0.25,Colombia
Mundial 2018,/jugadores/marouane_fellaini.php,54,Marouane Fellaini,1 ,5,0.20,Belgica
Mundial 2018,/jugadores/mario_fernandes.php,55,Mário Fernandes,1 ,5,0.20,Rusia
Mundial 2018,/jugadores/alfred_finnbogason.php,56,Alfred Finnbogason,1 ,3,0.33,Islandia
Mundial 2018,/jugadores/emil_forsberg.php,57,Emil Forsberg,1 ,5,0.20,Suecia
Mundial 2018,/jugadores/yury_gazinsky.php,58,Yury Gazinsky,1 ,4,0.25,Rusia
Mundial 2018,/jugadores/jose_maria_gimenez.php,59,José María Giménez,1 ,4,0.25,Uruguay
Mundial 2018,/jugadores/aleksandr_golovin.php,60,Aleksandr Golovin,1 ,4,0.25,Rusia
Mundial 2018,/jugadores/paolo_guerrero.php,61,Paolo Guerrero,1 ,3,0.33,Peru
Mundial 2018,/jugadores/genki_haraguchi.php,62,Genki Haraguchi,1 ,3,0.33,Japon
Mundial 2018,/jugadores/javier_hernandez.php,63,Javier Hernandez,1 ,4,0.25,Mexico
Mundial 2018,/jugadores/keisuke_honda.php,64,Keisuke Honda,1 ,3,0.33,Japon
Mundial 2018,/jugadores/isco_alarcon.php,65,Isco,1 ,4,0.25,España
Mundial 2018,/jugadores/adnan_januzaj.php,66,Adnan Januzaj,1 ,1,1.00,Belgica
Mundial 2018,/jugadores/mathias_jorgensen.php,67,Mathias Jørgensen,1 ,3,0.33,Dinamarca
Mundial 2018,/jugadores/shinji_kagawa.php,68,Shinji Kagawa,1 ,3,0.33,Japon
Mundial 2018,/jugadores/young_gwon_kim.php,69,Young-Gwon Kim,1 ,3,0.33,CoreadelSur
Mundial 2018,/jugadores/aleksandar_kolarov.php,70,Aleksandar Kolarov,1 ,3,0.33,Serbia
Mundial 2018,/jugadores/andrej_kramaric.php,71,Andrej Kramarić,1 ,7,0.14,Croacia
Mundial 2018,/jugadores/toni_kroos.php,72,Toni Kroos,1 ,3,0.33,Alemania
Mundial 2018,/jugadores/grzegorz_krychowiak.php,73,Grzegorz Krychowiak,1 ,3,0.33,Polonia
Mundial 2018,/jugadores/jesse_lingard.php,74,Jesse Lingard,1 ,6,0.17,Inglaterra
Mundial 2018,/jugadores/hirving_lozano.php,75,Hirving Lozano,1 ,4,0.25,Mexico
Mundial 2018,/jugadores/harry_maguire.php,76,Harry Maguire,1 ,7,0.14,Inglaterra
Mundial 2018,/jugadores/mamsadio_mane.php,77,Sadio Mané,1 ,3,0.33,Senegal
Mundial 2018,/jugadores/gabriel_mercado.php,78,Gabriel Mercado,1 ,3,0.33,Argentina
Mundial 2018,/jugadores/dries_mertens.php,79,Dries Mertens,1 ,6,0.17,Belgica
Mundial 2018,/jugadores/lionel_messi.php,80,Lionel Messi,1 ,4,0.25,Argentina
Mundial 2018,/jugadores/thomas_meunier.php,81,Thomas Meunier,1 ,5,0.20,Belgica
Mundial 2018,/jugadores/aleksandar_mitrovic.php,82,Aleksandar Mitrović,1 ,3,0.33,Serbia
Mundial 2018,/jugadores/victor_moses.php,83,Victor Moses,1 ,3,0.33,Nigeria
Mundial 2018,/jugadores/nacho_fernandez.php,84,Nacho,1 ,2,0.50,España
Mundial 2018,/jugadores/mbaye_niang.php,85,M'Baye Niang,1 ,3,0.33,Senegal
Mundial 2018,/jugadores/yuya_osako.php,86,Yuya Osako,1 ,4,0.25,Japon
Mundial 2018,/jugadores/paulinho_2.php,87,Paulinho,1 ,5,0.20,Brasil
Mundial 2018,/jugadores/benjamin_pavard.php,88,Benjamin Pavard,1 ,6,0.17,Francia
Mundial 2018,/jugadores/pepe.php,89,Pepe,1 ,4,0.25,Portugal
Mundial 2018,/jugadores/paul_pogba.php,90,Paul Pogba,1 ,6,0.17,Francia
Mundial 2018,/jugadores/yussuf_poulsen.php,91,Yussuf Poulsen,1 ,3,0.33,Dinamarca
Mundial 2018,/jugadores/ricardo_quaresma.php,92,Ricardo Quaresma,1 ,3,0.33,Portugal
Mundial 2018,/jugadores/juan_quintero.php,93,Juan Quintero,1 ,4,0.25,Colombia
Mundial 2018,/jugadores/ivan_rakitic.php,94,Ivan Rakitic,1 ,7,0.14,Croacia
Mundial 2018,/jugadores/ante_rebic.php,95,Ante Rebic,1 ,6,0.17,Croacia
Mundial 2018,/jugadores/renato_augusto.php,96,Renato Augusto,1 ,3,0.33,Brasil
Mundial 2018,/jugadores/marco_reus.php,97,Marco Reus,1 ,3,0.33,Alemania
Mundial 2018,/jugadores/roberto_firmino.php,98,Roberto Firmino,1 ,4,0.25,Brasil
Mundial 2018,/jugadores/marcos_rojo.php,99,Marcos Rojo,1 ,3,0.33,Argentina
Mundial 2018,/jugadores/ferjani_sassi.php,100,Ferjani Sassi,1 ,3,0.33,Tunez
Mundial 2018,/jugadores/xherdan_shaqiri.php,101,Xherdan Shaqiri,1 ,4,0.25,Suiza
Mundial 2018,/jugadores/gylfi_sigurosson.php,102,Gylfi Sigurdsson,1 ,3,0.33,Islandia
Mundial 2018,/jugadores/thiago_silva.php,103,Thiago Silva,1 ,5,0.20,Brasil
Mundial 2018,/jugadores/ola_toivonen.php,104,Ola Toivonen,1 ,5,0.20,Suecia
Mundial 2018,/jugadores/kieran_trippier.php,105,Kieran Trippier,1 ,6,0.17,Inglaterra
Mundial 2018,/jugadores/samuel_umtiti.php,106,Samuel Umtiti,1 ,6,0.17,Francia
Mundial 2018,/jugadores/raphael_varane.php,107,Raphael Varane,1 ,7,0.14,Francia
Mundial 2018,/jugadores/carlos_vela.php,108,Carlos Vela,1 ,4,0.25,Mexico
Mundial 2018,/jugadores/jan_vertonghen.php,109,Jan Vertonghen,1 ,6,0.17,Belgica
Mundial 2018,/jugadores/domagoj_vida.php,110,Domagoj Vida,1 ,6,0.17,Croacia
Mundial 2018,/jugadores/moussa_wague.php,111,Moussa Wagué,1 ,3,0.33,Senegal
Mundial 2018,/jugadores/kendall_waston.php,112,Kendall Waston,1 ,1,1.00,CostaRica
Mundial 2018,/jugadores/granit_xhaka.php,113,Granit Xhaka,1 ,4,0.25,Suiza
Mundial 2018,/jugadores/steven_zuber.php,114,Steven Zuber,1 ,3,0.33,Suiza
Mundial 2014,/jugadores/james_rodriguez.php,1,James Rodríguez,6 ,5,1.20,Colombia
Mundial 2014,/jugadores/thomas_mueller.php,3,Thomas Mueller,5 ,7,0.71,Alemania
Mundial 2014,/jugadores/lionel_messi.php,5,Lionel Messi,4 ,7,0.57,Argentina
Mundial 2014,/jugadores/neymar.php,6,Neymar Jr.,4 ,5,0.80,Brasil
Mundial 2014,/jugadores/robin_van_persie.php,7,Robin Van Persie,4 ,6,0.67,Holanda
Mundial 2014,/jugadores/karim_benzema.php,9,Karim Benzema,3 ,5,0.60,Francia
Mundial 2014,/jugadores/arjen_robben.php,10,Arjen Robben,3 ,7,0.43,Holanda
Mundial 2014,/jugadores/andre_schurrle.php,11,André Schürrle,3 ,6,0.50,Alemania
Mundial 2014,/jugadores/xherdan_shaqiri.php,12,Xherdan Shaqiri,3 ,4,0.75,Suiza
Mundial 2014,/jugadores/enner_valencia.php,13,Enner Valencia,3 ,3,1.00,Ecuador
Mundial 2014,/jugadores/andre_ayew.php,15,Andre Ayew,2 ,3,0.67,Ghana
Mundial 2014,/jugadores/wilfried_bony.php,16,Wilfried Bony,2 ,3,0.67,CostadeMarfil
Mundial 2014,/jugadores/tim_cahill.php,17,Tim Cahill,2 ,2,1.00,Australia
Mundial 2014,/jugadores/david_luiz.php,18,David Luiz,2 ,7,0.29,Brasil
Mundial 2014,/jugadores/clint_dempsey.php,19,Clint Dempsey,2 ,4,0.50,EstadosUnidos
Mundial 2014,/jugadores/memphis_depay.php,20,Memphis Depay,2 ,4,0.50,Holanda
Mundial 2014,/jugadores/abdelmoumene_djabou.php,21,Abdelmoumene Djabou,2 ,3,0.67,Argelia
Mundial 2014,/jugadores/gervinho.php,22,Gervinho,2 ,3,0.67,CostadeMarfil
Mundial 2014,/jugadores/mario_gotze.php,23,Mario Götze,2 ,6,0.33,Alemania
Mundial 2014,/jugadores/asamoah_gyan.php,24,Asamoah Gyan,2 ,3,0.67,Ghana
Mundial 2014,/jugadores/mats_hummels.php,25,Mats Hummels,2 ,6,0.33,Alemania
Mundial 2014,/jugadores/miroslav_klose.php,26,Miroslav Klose,2 ,5,0.40,Alemania
Mundial 2014,/jugadores/toni_kroos.php,27,Toni Kroos,2 ,7,0.29,Alemania
Mundial 2014,/jugadores/mario_mandzukic.php,28,Mario Mandzukic,2 ,2,1.00,Croacia
Mundial 2014,/jugadores/jackson_martinez.php,29,Jackson Martinez,2 ,3,0.67,Colombia
Mundial 2014,/jugadores/ahmed_musa.php,30,Ahmed Musa,2 ,4,0.50,Nigeria
Mundial 2014,/jugadores/oscar_2.php,31,Oscar,2 ,7,0.29,Brasil
Mundial 2014,/jugadores/ivan_perisic.php,32,Ivan Perisic,2 ,3,0.67,Croacia
Mundial 2014,/jugadores/bryan_ruiz.php,33,Bryan Ruiz,2 ,5,0.40,CostaRica
Mundial 2014,/jugadores/alexis_sanchez.php,34,Alexis Sanchez,2 ,4,0.50,Chile
Mundial 2014,/jugadores/islam_slimani.php,35,Islam Slimani,2 ,4,0.50,Argelia
Mundial 2014,/jugadores/luis_suarez.php,36,Luis Suarez,2 ,2,1.00,Uruguay
Mundial 2014,/jugadores/charles_aranguiz.php,38,Charles Aránguiz,1 ,4,0.25,Chile
Mundial 2014,/jugadores/pablo_armero.php,39,Pablo Armero,1 ,5,0.20,Colombia
Mundial 2014,/jugadores/mario_balotelli.php,40,Mario Balotelli,1 ,3,0.33,Italia
Mundial 2014,/jugadores/jean_beausejour.php,41,Jean Beausejour,1 ,2,0.50,Chile
Mundial 2014,/jugadores/daley_blind.php,42,Daley Blind,1 ,7,0.14,Holanda
Mundial 2014,/jugadores/yacine_brahimi.php,43,Yacine Brahimi,1 ,3,0.33,Argelia
Mundial 2014,/jugadores/john_brooks.php,44,John Anthony Brooks,1 ,1,1.00,EstadosUnidos
Mundial 2014,/jugadores/joel_campbell.php,45,Joel Campbell,1 ,5,0.20,CostaRica
Mundial 2014,/jugadores/edinson_cavani.php,46,Edinson Cavani,1 ,4,0.25,Uruguay
Mundial 2014,/jugadores/carlo_costly.php,47,Carlo Costly,1 ,3,0.33,Honduras
Mundial 2014,/jugadores/cristiano_ronaldo.php,48,Cristiano Ronaldo,1 ,3,0.33,Portugal
Mundial 2014,/jugadores/juan_guillermo_cuadrado.php,49,Juan Guillermo Cuadrado,1 ,5,0.20,Colombia
Mundial 2014,/jugadores/kevin_de_bruyne.php,50,Kevin De Bruyne,1 ,4,0.25,Belgica
Mundial 2014,/jugadores/stefan_de_vrij.php,51,Stefan de Vrij,1 ,7,0.14,Holanda
Mundial 2014,/jugadores/angel_di_maria.php,52,Angel Di Maria,1 ,5,0.20,Argentina
Mundial 2014,/jugadores/giovani_dos_santos.php,53,Giovani dos Santos,1 ,4,0.25,Mexico
Mundial 2014,/jugadores/oscar_duarte.php,54,Óscar Duarte,1 ,4,0.25,CostaRica
Mundial 2014,/jugadores/edin_dzeko.php,55,Edin Dzeko,1 ,3,0.33,Bosnia-Herzegovina
Mundial 2014,/jugadores/blerim_dzemaili.php,56,Blerim Dzemaili,1 ,3,0.33,Suiza
Mundial 2014,/jugadores/sofiane_feghouli.php,57,Sofiane Feghouli,1 ,4,0.25,Argelia
Mundial 2014,/jugadores/marouane_fellaini.php,58,Marouane Fellaini,1 ,5,0.20,Belgica
Mundial 2014,/jugadores/leroy_fer.php,59,Leroy Fer,1 ,1,1.00,Holanda
Mundial 2014,/jugadores/fernandinho.php,60,Fernandinho,1 ,5,0.20,Brasil
Mundial 2014,/jugadores/fred.php,61,Fred,1 ,6,0.17,Brasil
Mundial 2014,/jugadores/reza_ghoochannejhad.php,62,Reza Ghoochannejhad,1 ,3,0.33,Iran
Mundial 2014,/jugadores/olivier_giroud.php,63,Olivier Giroud,1 ,5,0.20,Francia
Mundial 2014,/jugadores/diego_godin.php,64,Diego Godin,1 ,4,0.25,Uruguay
Mundial 2014,/jugadores/julian_green.php,65,Julian Green,1 ,1,1.00,EstadosUnidos
Mundial 2014,/jugadores/andres_guardado.php,66,Andres Guardado,1 ,4,0.25,Mexico
Mundial 2014,/jugadores/teofilo_gutierrez.php,67,Teófilo Gutiérrez,1 ,4,0.25,Colombia
Mundial 2014,/jugadores/rafik_halliche.php,68,Rafik Halliche,1 ,4,0.25,Argelia
Mundial 2014,/jugadores/javier_hernandez.php,69,Javier Hernandez,1 ,4,0.25,Mexico
Mundial 2014,/jugadores/gonzalo_higuain.php,70,Gonzalo Higuain,1 ,7,0.14,Argentina
Mundial 2014,/jugadores/keisuke_honda.php,71,Keisuke Honda,1 ,3,0.33,Japon
Mundial 2014,/jugadores/klaas_jan_huntelaar.php,72,Klaas Jan Huntelaar,1 ,3,0.33,Holanda
Mundial 2014,/jugadores/vedad_ibisevic.php,73,Vedad Ibisevic,1 ,3,0.33,Bosnia-Herzegovina
Mundial 2014,/jugadores/mile_jedinak.php,74,Mile Jedinak,1 ,3,0.33,Australia
Mundial 2014,/jugadores/jermaine_jones.php,75,Jermaine Jones,1 ,4,0.25,EstadosUnidos
Mundial 2014,/jugadores/alexander_kerzhakov.php,76,Alexander Kerzhakov,1 ,3,0.33,Rusia
Mundial 2014,/jugadores/sami_khedira.php,77,Sami Khedira,1 ,5,0.20,Alemania
Mundial 2014,/jugadores/alexander_kokorin.php,78,Alexander Kokorin,1 ,3,0.33,Rusia
Mundial 2014,/jugadores/ja_cheol_koo.php,79,Ja-Cheol Koo,1 ,3,0.33,CoreadelSur
Mundial 2014,/jugadores/keun_ho_lee.php,80,Keun-Ho Lee,1 ,3,0.33,CoreadelSur
Mundial 2014,/jugadores/romelu_lukaku.php,81,Romelu Lukaku,1 ,4,0.25,Belgica
Mundial 2014,/jugadores/claudio_marchisio.php,82,Claudio Marchisio,1 ,3,0.33,Italia
Mundial 2014,/jugadores/rafael_marquez.php,83,Rafael Marquez,1 ,4,0.25,Mexico
Mundial 2014,/jugadores/juan_manuel_mata.php,84,Juan Mata,1 ,1,1.00,España
Mundial 2014,/jugadores/joel_matip.php,85,Joel Matip,1 ,2,0.50,Camerun
Mundial 2014,/jugadores/blaise_matuidi.php,86,Blaise Matuidi,1 ,5,0.20,Francia
Mundial 2014,/jugadores/admir_mehmedi.php,87,Admir Mehmedi,1 ,4,0.25,Suiza
Mundial 2014,/jugadores/dries_mertens.php,88,Dries Mertens,1 ,5,0.20,Belgica
Mundial 2014,/jugadores/nani.php,89,Nani,1 ,3,0.33,Portugal
Mundial 2014,/jugadores/peter_odemwingie.php,90,Peter Odemwingie,1 ,4,0.25,Nigeria
Mundial 2014,/jugadores/shinji_okazaki.php,91,Shinji Okazaki,1 ,3,0.33,Japon
Mundial 2014,/jugadores/ivica_olic.php,92,Ivica Olic,1 ,3,0.33,Croacia
Mundial 2014,/jugadores/divock_origi.php,93,Divock Origi,1 ,5,0.20,Belgica
Mundial 2014,/jugadores/mesut_ozil.php,94,Mesut Ozil,1 ,7,0.14,Alemania
Mundial 2014,/jugadores/sokratis_papastathopoulos.php,95,Sokratis Papastathopoulos,1 ,4,0.25,Grecia
Mundial 2014,/jugadores/oribe_peralta.php,96,Oribe Peralta,1 ,4,0.25,Mexico
Mundial 2014,/jugadores/miralem_pjanic.php,97,Miralem Pjanic,1 ,3,0.33,Bosnia-Herzegovina
Mundial 2014,/jugadores/paul_pogba.php,98,Paul Pogba,1 ,5,0.20,Francia
Mundial 2014,/jugadores/juan_quintero.php,99,Juan Quintero,1 ,3,0.33,Colombia
Mundial 2014,/jugadores/marcos_rojo.php,100,Marcos Rojo,1 ,6,0.17,Argentina
Mundial 2014,/jugadores/wayne_rooney.php,101,Wayne Rooney,1 ,3,0.33,Inglaterra
Mundial 2014,/jugadores/georgios_samaras.php,102,Georgios Samaras,1 ,4,0.25,Grecia
Mundial 2014,/jugadores/andreas_samaris.php,103,Andreas Samaris,1 ,2,0.50,Grecia
Mundial 2014,/jugadores/haris_seferovic.php,104,Haris Seferovic,1 ,4,0.25,Suiza
Mundial 2014,/jugadores/thiago_silva.php,105,Thiago Silva,1 ,6,0.17,Brasil
Mundial 2014,/jugadores/moussa_sissoko.php,106,Moussa Sissoko,1 ,4,0.25,Francia
Mundial 2014,/jugadores/wesley_sneijder.php,107,Wesley Sneijder,1 ,6,0.17,Holanda
Mundial 2014,/jugadores/heung_min_son.php,108,Heung-Min Son,1 ,3,0.33,CoreadelSur
Mundial 2014,/jugadores/daniel_sturridge.php,109,Daniel Sturridge,1 ,3,0.33,Inglaterra
Mundial 2014,/jugadores/fernando_torres.php,110,Fernando Torres,1 ,3,0.33,España
Mundial 2014,/jugadores/marcos_urena.php,111,Marco Ureña,1 ,4,0.25,CostaRica
Mundial 2014,/jugadores/mathieu_valbuena.php,112,Mathieu Valbuena,1 ,4,0.25,Francia
Mundial 2014,/jugadores/jorge_valdivia.php,113,Jorge Valdivia,1 ,3,0.33,Chile
Mundial 2014,/jugadores/silvestre_varela.php,114,Silvestre Varela,1 ,2,0.50,Portugal
Mundial 2014,/jugadores/eduardo_vargas.php,115,Eduardo Vargas,1 ,4,0.25,Chile
Mundial 2014,/jugadores/jan_vertonghen.php,116,Jan Vertonghen,1 ,5,0.20,Belgica
Mundial 2014,/jugadores/david_villa.php,117,David Villa,1 ,1,1.00,España
Mundial 2014,/jugadores/avdija_vrsajevic.php,118,Avdija Vrsajevic,1 ,1,1.00,Bosnia-Herzegovina
Mundial 2014,/jugadores/georginio_wijnaldum.php,119,Georginio Wijnaldum,1 ,7,0.14,Holanda
Mundial 2014,/jugadores/xabi_alonso.php,120,Xabi Alonso,1 ,3,0.33,España
Mundial 2014,/jugadores/granit_xhaka.php,121,Granit Xhaka,1 ,4,0.25,Suiza
Mundial 2010,/jugadores/diego_forlan.php,1,Diego Forlan,5 ,7,0.71,Uruguay
Mundial 2010,/jugadores/thomas_mueller.php,2,Thomas Mueller,5 ,6,0.83,Alemania
Mundial 2010,/jugadores/wesley_sneijder.php,3,Wesley Sneijder,5 ,7,0.71,Holanda
Mundial 2010,/jugadores/david_villa.php,4,David Villa,5 ,7,0.71,España
Mundial 2010,/jugadores/gonzalo_higuain.php,6,Gonzalo Higuain,4 ,4,1.00,Argentina
Mundial 2010,/jugadores/miroslav_klose.php,7,Miroslav Klose,4 ,5,0.80,Alemania
Mundial 2010,/jugadores/robert_vittek.php,8,Robert Vittek,4 ,4,1.00,Eslovaquia
Mundial 2010,/jugadores/landon_donovan.php,10,Landon Donovan,3 ,4,0.75,EstadosUnidos
Mundial 2010,/jugadores/asamoah_gyan.php,11,Asamoah Gyan,3 ,5,0.60,Ghana
Mundial 2010,/jugadores/luis_fabiano.php,12,Luis Fabiano,3 ,5,0.60,Brasil
Mundial 2010,/jugadores/luis_suarez.php,13,Luis Suarez,3 ,6,0.50,Uruguay
Mundial 2010,/jugadores/elano.php,15,Elano,2 ,2,1.00,Brasil
Mundial 2010,/jugadores/samuel_etoo.php,16,Samuel Eto'o,2 ,3,0.67,Camerun
Mundial 2010,/jugadores/javier_hernandez.php,17,Javier Hernandez,2 ,4,0.50,Mexico
Mundial 2010,/jugadores/brett_holman.php,18,Brett Holman,2 ,3,0.67,Australia
Mundial 2010,/jugadores/keisuke_honda.php,19,Keisuke Honda,2 ,4,0.50,Japon
Mundial 2010,/jugadores/andres_iniesta.php,20,Andrés Iniesta,2 ,6,0.33,España
Mundial 2010,/jugadores/chung_yong_lee.php,21,Chung-yong Lee,2 ,4,0.50,CoreadelSur
Mundial 2010,/jugadores/jung_soo_lee.php,22,Jung Soo Lee,2 ,4,0.50,CoreadelSur
Mundial 2010,/jugadores/lukas_podolski.php,23,Lukas Podolski,2 ,6,0.33,Alemania
Mundial 2010,/jugadores/arjen_robben.php,24,Arjen Robben,2 ,5,0.40,Holanda
Mundial 2010,/jugadores/robinho.php,25,Robinho,2 ,4,0.50,Brasil
Mundial 2010,/jugadores/carlos_tevez.php,26,Carlos Tevez,2 ,4,0.50,Argentina
Mundial 2010,/jugadores/tiago.php,27,Tiago,2 ,4,0.50,Portugal
Mundial 2010,/jugadores/kalu_uche.php,28,Kalu Uche,2 ,3,0.67,Nigeria
Mundial 2010,/jugadores/yakubu_aiyegbeni.php,30,Yakubu Aiyegbeni,1 ,3,0.33,Nigeria
Mundial 2010,/jugadores/antolin_alcaraz.php,31,Antolin Alcaraz,1 ,4,0.25,Paraguay
Mundial 2010,/jugadores/hugo_almeida.php,32,Hugo Almeida,1 ,2,0.50,Portugal
Mundial 2010,/jugadores/jean_beausejour.php,33,Jean Beausejour,1 ,4,0.25,Chile
Mundial 2010,/jugadores/nicklas_bendtner.php,34,Nicklas Bendtner,1 ,3,0.33,Dinamarca
Mundial 2010,/jugadores/valter_birsa.php,35,Valter Birsa,1 ,3,0.33,Eslovenia
Mundial 2010,/jugadores/cuauhtemoc_blanco.php,36,Cuauhtemoc Blanco,1 ,3,0.33,Mexico
Mundial 2010,/jugadores/kevin_prince_boateng.php,37,Kevin Prince Boateng,1 ,5,0.20,Ghana
Mundial 2010,/jugadores/michael_bradley.php,38,Michael Bradley,1 ,4,0.25,EstadosUnidos
Mundial 2010,/jugadores/cacau.php,39,Cacau,1 ,4,0.25,Alemania
Mundial 2010,/jugadores/tim_cahill.php,40,Tim Cahill,1 ,2,0.50,Australia
Mundial 2010,/jugadores/edinson_cavani.php,41,Edinson Cavani,1 ,6,0.17,Uruguay
Mundial 2010,/jugadores/cristiano_ronaldo.php,42,Cristiano Ronaldo,1 ,4,0.25,Portugal
Mundial 2010,/jugadores/daniele_de_rossi.php,43,Daniele De Rossi,1 ,3,0.33,Italia
Mundial 2010,/jugadores/jermain_defoe.php,44,Jermain Defoe,1 ,3,0.33,Inglaterra
Mundial 2010,/jugadores/martin_demichelis.php,45,Martin Demichelis,1 ,5,0.20,Argentina
Mundial 2010,/jugadores/clint_dempsey.php,46,Clint Dempsey,1 ,4,0.25,EstadosUnidos
Mundial 2010,/jugadores/antonio_di_natale.php,47,Antonio Di Natale,1 ,3,0.33,Italia
Mundial 2010,/jugadores/didier_drogba.php,48,Didier Drogba,1 ,3,0.33,CostadeMarfil
Mundial 2010,/jugadores/yasuhito_endo.php,49,Yasuhito Endo,1 ,4,0.25,Japon
Mundial 2010,/jugadores/gelson_fernandes.php,50,Gelson Fernandes,1 ,3,0.33,Suiza
Mundial 2010,/jugadores/arne_friedrich.php,51,Arne Friedrich,1 ,7,0.14,Alemania
Mundial 2010,/jugadores/steven_gerrard.php,52,Steven Gerrard,1 ,4,0.25,Inglaterra
Mundial 2010,/jugadores/mark_gonzalez.php,53,Mark Gonzalez,1 ,4,0.25,Chile
