Mundia,local,visitante,Link,Pais,Jugador,Tarjeta,minuto
Mundial 1990,Italia,Checoslovaquia,/partidos/1990_italia_checoslovaquia.php,Checoslovaquia,Chovanec_Jozef,amarilla,26
Mundial 1990,Italia,Checoslovaquia,/partidos/1990_italia_checoslovaquia.php,Checoslovaquia,Skuhravy_Tomas,amarilla,29
Mundial 1990,Italia,Checoslovaquia,/partidos/1990_italia_checoslovaquia.php,Italia,Baggio_Roberto,amarilla,44
Mundial 1990,Italia,Checoslovaquia,/partidos/1990_italia_checoslovaquia.php,Italia,Berti_Nicola,amarilla,70
Mundial 1990,Austria,EstadosUnidos,/partidos/1990_austria_estados_unidos.php,Austria,Zsak_Manfred,amarilla,21
Mundial 1990,Austria,EstadosUnidos,/partidos/1990_austria_estados_unidos.php,EstadosUnidos,Caligiuri_Paul,amarilla,26
Mundial 1990,Austria,EstadosUnidos,/partidos/1990_austria_estados_unidos.php,EstadosUnidos,Banks_Jimmy,amarilla,28
Mundial 1990,Austria,EstadosUnidos,/partidos/1990_austria_estados_unidos.php,Austria,Pecl_Robert,amarilla,31
Mundial 1990,Austria,EstadosUnidos,/partidos/1990_austria_estados_unidos.php,EstadosUnidos,Murray_Bruce,amarilla,42
Mundial 1990,Austria,EstadosUnidos,/partidos/1990_austria_estados_unidos.php,Austria,Reisinger_Andreas,amarilla,50
Mundial 1990,Austria,EstadosUnidos,/partidos/1990_austria_estados_unidos.php,EstadosUnidos,Windischmann_Michael,amarilla,58
Mundial 1990,Austria,EstadosUnidos,/partidos/1990_austria_estados_unidos.php,Austria,Lindenberger_Klaus,amarilla,84
Mundial 1990,Austria,EstadosUnidos,/partidos/1990_austria_estados_unidos.php,Austria,Artner_Peter,Roja,71
Mundial 1990,Austria,EstadosUnidos,/partidos/1990_austria_estados_unidos.php,Austria,Glatzmayer_Gerald,amarilla,90
Mundial 1990,Brasil,Escocia,/partidos/1990_brasil_escocia.php,Escocia,Johnston_Mo,amarilla,5
Mundial 1990,Brasil,Escocia,/partidos/1990_brasil_escocia.php,Escocia,Mcleod_Murdo,amarilla,8
Mundial 1990,Suecia,CostaRica,/partidos/1990_suecia_costa_rica.php,Suecia,Stromberg_Glenn,amarilla,18
Mundial 1990,Suecia,CostaRica,/partidos/1990_suecia_costa_rica.php,CostaRica,Gomez_Roger,amarilla,28
Mundial 1990,Suecia,CostaRica,/partidos/1990_suecia_costa_rica.php,CostaRica,Marchena_Hector,amarilla,53
Mundial 1990,Suecia,CostaRica,/partidos/1990_suecia_costa_rica.php,Suecia,Schwarz_Stefan,amarilla,74
Mundial 1990,CoreadelSur,Uruguay,/partidos/1990_corea_del_sur_uruguay.php,CoreadelSur,Sil_Heung,amarilla,22
Mundial 1990,CoreadelSur,Uruguay,/partidos/1990_corea_del_sur_uruguay.php,Uruguay,Ostolaza_Santiago,amarilla,23
Mundial 1990,CoreadelSur,Uruguay,/partidos/1990_corea_del_sur_uruguay.php,Uruguay,Herrera_Jose,amarilla,44
Mundial 1990,CoreadelSur,Uruguay,/partidos/1990_corea_del_sur_uruguay.php,CoreadelSur,Hee_Kang,amarilla,62
Mundial 1990,CoreadelSur,Uruguay,/partidos/1990_corea_del_sur_uruguay.php,CoreadelSur,Yeo_Deok,Roja,71
Mundial 1990,Inglaterra,Egipto,/partidos/1990_inglaterra_egipto.php,Egipto,Abedelghani_Magdy,amarilla,36
Mundial 1990,Inglaterra,Egipto,/partidos/1990_inglaterra_egipto.php,Egipto,Hassan_Ibrahim,amarilla,48
Mundial 1990,Inglaterra,Egipto,/partidos/1990_inglaterra_egipto.php,Inglaterra,Beardsley_Peter,amarilla,88
Mundial 1990,Irlanda,Holanda,/partidos/1990_irlanda_holanda.php,Holanda,Rijkaard_Frank,amarilla,43
Mundial 1990,Camerún,Colombia,/partidos/1990_camerun_colombia.php,Camerún,Kana-Biyik_Andre,amarilla,44
Mundial 1990,Camerún,Colombia,/partidos/1990_camerun_colombia.php,Camerún,Ndip_Victor,amarilla,46
Mundial 1990,Camerún,Colombia,/partidos/1990_camerun_colombia.php,Camerún,Mbouh_Emile,amarilla,68
Mundial 1990,Camerún,Colombia,/partidos/1990_camerun_colombia.php,Colombia,Carlos_Luis,amarilla,72
Mundial 1990,Camerún,Colombia,/partidos/1990_camerun_colombia.php,Colombia,Gomez_Gabriel,amarilla,73
Mundial 1990,Camerún,Colombia,/partidos/1990_camerun_colombia.php,Camerún,Denis_Jules,amarilla,117
Mundial 1990,Checoslovaquia,CostaRica,/partidos/1990_checoslovaquia_costa_rica.php,CostaRica,Gonzalez_Ronald,amarilla,5
Mundial 1990,Checoslovaquia,CostaRica,/partidos/1990_checoslovaquia_costa_rica.php,Checoslovaquia,Hasek_Ivan,amarilla,53
Mundial 1990,Checoslovaquia,CostaRica,/partidos/1990_checoslovaquia_costa_rica.php,Checoslovaquia,Kocian_Jan,amarilla,56
Mundial 1990,Checoslovaquia,CostaRica,/partidos/1990_checoslovaquia_costa_rica.php,Checoslovaquia,Straka_Frantisek,amarilla,67
Mundial 1990,Checoslovaquia,CostaRica,/partidos/1990_checoslovaquia_costa_rica.php,CostaRica,Marchena_Hector,amarilla,75
Mundial 1990,Brasil,Argentina,/partidos/1990_brasil_argentina.php,Argentina,Monzon_Pedro,amarilla,27
Mundial 1990,Brasil,Argentina,/partidos/1990_brasil_argentina.php,Argentina,Giusti_Ricardo,amarilla,28
Mundial 1990,Brasil,Argentina,/partidos/1990_brasil_argentina.php,Brasil,Rocha_Ricardo,amarilla,40
Mundial 1990,Brasil,Argentina,/partidos/1990_brasil_argentina.php,Brasil,Galvao_Mauro,amarilla,50
Mundial 1990,Brasil,Argentina,/partidos/1990_brasil_argentina.php,Brasil,Gomes_Ricardo,Roja,71
Mundial 1990,Brasil,Argentina,/partidos/1990_brasil_argentina.php,Argentina,Goycochea_Sergio,amarilla,87
Mundial 1990,AlemaniaOccidental,Holanda,/partidos/1990_alemania_occidental_holanda.php,Holanda,Rijkaard_Frank,amarilla,20
Mundial 1990,AlemaniaOccidental,Holanda,/partidos/1990_alemania_occidental_holanda.php,AlemaniaOccidental,Voeller_Rudi,amarilla,21
Mundial 1990,AlemaniaOccidental,Holanda,/partidos/1990_alemania_occidental_holanda.php,Holanda,Rijkaard_Frank,Roja,71
Mundial 1990,AlemaniaOccidental,Holanda,/partidos/1990_alemania_occidental_holanda.php,AlemaniaOccidental,Voeller_Rudi,Roja,71
Mundial 1990,AlemaniaOccidental,Holanda,/partidos/1990_alemania_occidental_holanda.php,Holanda,Wouters_Jan,amarilla,32
Mundial 1990,AlemaniaOccidental,Holanda,/partidos/1990_alemania_occidental_holanda.php,Holanda,Van_Marco,amarilla,72
Mundial 1990,AlemaniaOccidental,Holanda,/partidos/1990_alemania_occidental_holanda.php,AlemaniaOccidental,Matthaeus_Lothar,amarilla,77
Mundial 1990,Irlanda,Rumania,/partidos/1990_irlanda_rumania.php,Irlanda,Aldridge_John,amarilla,21
Mundial 1990,Irlanda,Rumania,/partidos/1990_irlanda_rumania.php,Irlanda,Mcgrath_Paul,amarilla,107
Mundial 1990,Irlanda,Rumania,/partidos/1990_irlanda_rumania.php,Rumania,Hagi_Gheorghe,amarilla,112
Mundial 1990,Irlanda,Rumania,/partidos/1990_irlanda_rumania.php,Rumania,Lupu_Danut,amarilla,116
Mundial 1990,Italia,Uruguay,/partidos/1990_italia_uruguay.php,Uruguay,Pintos_Jose,amarilla,15
Mundial 1990,Italia,Uruguay,/partidos/1990_italia_uruguay.php,Uruguay,Alvez_Fernando,amarilla,25
Mundial 1990,Italia,Uruguay,/partidos/1990_italia_uruguay.php,Uruguay,Perdomo_Jose,amarilla,34
Mundial 1990,Italia,Uruguay,/partidos/1990_italia_uruguay.php,Italia,Berti_Nicola,amarilla,36
Mundial 1990,Italia,Uruguay,/partidos/1990_italia_uruguay.php,Uruguay,Gutierrez_Nelson,amarilla,61
Mundial 1990,España,Yugoslavia,/partidos/1990_espana_yugoslavia.php,Yugoslavia,Katanec_Srecko,amarilla,7
Mundial 1990,España,Yugoslavia,/partidos/1990_espana_yugoslavia.php,Yugoslavia,Vujovic_Zlatko,amarilla,59
Mundial 1990,España,Yugoslavia,/partidos/1990_espana_yugoslavia.php,España,Roberto,amarilla,92
Mundial 1990,España,Yugoslavia,/partidos/1990_espana_yugoslavia.php,Yugoslavia,Vulic_Zoran,amarilla,98
Mundial 1990,España,Yugoslavia,/partidos/1990_espana_yugoslavia.php,España,Chendo,amarilla,110
Mundial 1990,Inglaterra,Bélgica,/partidos/1990_inglaterra_belgica.php,Inglaterra,Gascoigne_Paul,amarilla,87
Mundial 1990,Argentina,Yugoslavia,/partidos/1990_argentina_yugoslavia.php,Argentina,Serrizuela_Jose,amarilla,21
Mundial 1990,Argentina,Yugoslavia,/partidos/1990_argentina_yugoslavia.php,Yugoslavia,Sabanadzovic_Refik,amarilla,24
Mundial 1990,Argentina,Yugoslavia,/partidos/1990_argentina_yugoslavia.php,Yugoslavia,Sabanadzovic_Refik,Roja,71
Mundial 1990,Argentina,Yugoslavia,/partidos/1990_argentina_yugoslavia.php,Argentina,Olarticoechea_Julio,amarilla,42
Mundial 1990,Argentina,Yugoslavia,/partidos/1990_argentina_yugoslavia.php,Argentina,Troglio_Pedro,amarilla,61
Mundial 1990,Argentina,Yugoslavia,/partidos/1990_argentina_yugoslavia.php,Argentina,Simon_Juan,amarilla,110
Mundial 1990,Italia,Irlanda,/partidos/1990_italia_irlanda.php,Italia,De_Luigi,amarilla,35
Mundial 1990,Italia,Irlanda,/partidos/1990_italia_irlanda.php,Irlanda,Moran_Kevin,amarilla,42
Mundial 1990,AlemaniaOccidental,Checoslovaquia,/partidos/1990_alemania_occidental_checoslovaquia.php,Checoslovaquia,Moravcik_Lubomir,amarilla,11
Mundial 1990,AlemaniaOccidental,Checoslovaquia,/partidos/1990_alemania_occidental_checoslovaquia.php,Checoslovaquia,Bilek_Michal,amarilla,14
Mundial 1990,AlemaniaOccidental,Checoslovaquia,/partidos/1990_alemania_occidental_checoslovaquia.php,AlemaniaOccidental,Klinsmann_Juergen,amarilla,28
Mundial 1990,AlemaniaOccidental,Checoslovaquia,/partidos/1990_alemania_occidental_checoslovaquia.php,Checoslovaquia,Straka_Frantisek,amarilla,38
Mundial 1990,AlemaniaOccidental,Checoslovaquia,/partidos/1990_alemania_occidental_checoslovaquia.php,Checoslovaquia,Moravcik_Lubomir,Roja,71
Mundial 1990,AlemaniaOccidental,Checoslovaquia,/partidos/1990_alemania_occidental_checoslovaquia.php,Checoslovaquia,Knoflicek_Ivo,amarilla,88
Mundial 1990,Camerún,Inglaterra,/partidos/1990_camerun_inglaterra.php,Camerún,Massing_Benjamin,amarilla,28
Mundial 1990,Camerún,Inglaterra,/partidos/1990_camerun_inglaterra.php,Inglaterra,Pearce_Stuart,amarilla,70
Mundial 1990,Camerún,Inglaterra,/partidos/1990_camerun_inglaterra.php,Camerún,Nkono_Thomas,amarilla,105
Mundial 1990,Camerún,Inglaterra,/partidos/1990_camerun_inglaterra.php,Camerún,Milla_Roger,amarilla,119
Mundial 1990,Italia,Argentina,/partidos/1990_italia_argentina.php,Italia,Giannini_Giuseppe,amarilla,22
Mundial 1990,Italia,Argentina,/partidos/1990_italia_argentina.php,Argentina,Giusti_Ricardo,amarilla,30
Mundial 1990,Italia,Argentina,/partidos/1990_italia_argentina.php,Argentina,Ruggeri_Oscar,amarilla,70
Mundial 1990,Italia,Argentina,/partidos/1990_italia_argentina.php,Argentina,Olarticoechea_Julio,amarilla,76
Mundial 1990,Italia,Argentina,/partidos/1990_italia_argentina.php,Argentina,Caniggia_Claudio,amarilla,82
Mundial 1990,Italia,Argentina,/partidos/1990_italia_argentina.php,Argentina,Giusti_Ricardo,Roja,71
Mundial 1990,Italia,Argentina,/partidos/1990_italia_argentina.php,Argentina,Batista_Sergio,amarilla,120
Mundial 1990,Inglaterra,AlemaniaOccidental,/partidos/1990_inglaterra_alemania_occidental.php,Inglaterra,Parker_Paul,amarilla,65
Mundial 1990,Inglaterra,AlemaniaOccidental,/partidos/1990_inglaterra_alemania_occidental.php,Inglaterra,Gascoigne_Paul,amarilla,98
Mundial 1990,Inglaterra,AlemaniaOccidental,/partidos/1990_inglaterra_alemania_occidental.php,AlemaniaOccidental,Brehme_Andreas,amarilla,110
Mundial 1990,Argentina,AlemaniaOccidental,/partidos/1990_argentina_alemania_occidental.php,Argentina,Dezotti_Gustavo,amarilla,5
Mundial 1990,Argentina,AlemaniaOccidental,/partidos/1990_argentina_alemania_occidental.php,AlemaniaOccidental,Voeller_Rudi,amarilla,52
Mundial 1990,Argentina,AlemaniaOccidental,/partidos/1990_argentina_alemania_occidental.php,Argentina,Monzon_Pedro,Roja,71
Mundial 1990,Argentina,AlemaniaOccidental,/partidos/1990_argentina_alemania_occidental.php,Argentina,Troglio_Pedro,amarilla,84
Mundial 1990,Argentina,AlemaniaOccidental,/partidos/1990_argentina_alemania_occidental.php,Argentina,Dezotti_Gustavo,Roja,71
Mundial 1990,Argentina,AlemaniaOccidental,/partidos/1990_argentina_alemania_occidental.php,Argentina,Maradona_Diego,amarilla,87
Mundial 1986,Bulgaria,Italia,/partidos/1986_bulgaria_italia.php,Italia,Bergomi_Giuseppe,amarilla,48
Mundial 1986,Bulgaria,Italia,/partidos/1986_bulgaria_italia.php,Bulgaria,Markov_Aleksandar,amarilla,51
Mundial 1986,Bulgaria,Italia,/partidos/1986_bulgaria_italia.php,Italia,Cabrini_Antonio,amarilla,64
Mundial 1986,España,Brasil,/partidos/1986_espana_brasil.php,España,Alberto_Julio,amarilla,4
Mundial 1986,España,Brasil,/partidos/1986_espana_brasil.php,Brasil,Branco,amarilla,82
Mundial 1986,Marruecos,Polonia,/partidos/1986_marruecos_polonia.php,Marruecos,Timoumi_Mohamed,amarilla,33
Mundial 1986,Argentina,CoreadelSur,/partidos/1986_argentina_corea_del_sur.php,CoreadelSur,Moo_Jung,amarilla,44
Mundial 1986,Argentina,CoreadelSur,/partidos/1986_argentina_corea_del_sur.php,CoreadelSur,Sun_Chang,amarilla,50
Mundial 1986,Portugal,Inglaterra,/partidos/1986_portugal_inglaterra.php,Inglaterra,Fenwick_Terry,amarilla,17
Mundial 1986,Portugal,Inglaterra,/partidos/1986_portugal_inglaterra.php,Inglaterra,Butcher_Terry,amarilla,78
Mundial 1986,Portugal,Inglaterra,/partidos/1986_portugal_inglaterra.php,Portugal,Pacheco,amarilla,88
Mundial 1986,Argelia,IrlandadelNorte,/partidos/1986_argelia_irlanda_del_norte.php,Argelia,Mansouri_Faouzi,amarilla,36
Mundial 1986,Argelia,IrlandadelNorte,/partidos/1986_argelia_irlanda_del_norte.php,IrlandadelNorte,Worthington_Nigel,amarilla,58
Mundial 1986,Argelia,IrlandadelNorte,/partidos/1986_argelia_irlanda_del_norte.php,IrlandadelNorte,Mcilroy_Sam,amarilla,78
Mundial 1986,Argelia,IrlandadelNorte,/partidos/1986_argelia_irlanda_del_norte.php,IrlandadelNorte,Whiteside_Norman,amarilla,79
Mundial 1986,Bélgica,México,/partidos/1986_belgica_mexico.php,México,Sánchez_Hugo,amarilla,23
Mundial 1986,Bélgica,México,/partidos/1986_belgica_mexico.php,Bélgica,Van_Franky,amarilla,56
Mundial 1986,Bélgica,México,/partidos/1986_belgica_mexico.php,México,Munoz_Carlos,amarilla,83
Mundial 1986,Uruguay,AlemaniaOccidental,/partidos/1986_uruguay_alemania_occidental.php,Uruguay,Diogo_Victor,amarilla,28
Mundial 1986,Uruguay,AlemaniaOccidental,/partidos/1986_uruguay_alemania_occidental.php,Uruguay,Saralegui_Mario,amarilla,62
Mundial 1986,Paraguay,Iraq,/partidos/1986_paraguay_iraq.php,Iraq,Samir_Shaker,amarilla,29
Mundial 1986,Paraguay,Iraq,/partidos/1986_paraguay_iraq.php,Paraguay,Schettina_Vladimiro,amarilla,45
Mundial 1986,Escocia,Dinamarca,/partidos/1986_escocia_dinamarca.php,Dinamarca,Berggreen_Klaus,amarilla,84
Mundial 1986,Italia,Argentina,/partidos/1986_italia_argentina.php,Italia,Bergomi_Giuseppe,amarilla,54
Mundial 1986,Italia,Argentina,/partidos/1986_italia_argentina.php,Argentina,Giusti_Ricardo,amarilla,58
Mundial 1986,Italia,Argentina,/partidos/1986_italia_argentina.php,Argentina,Garre_Oscar,amarilla,65
Mundial 1986,Francia,URSS,/partidos/1986_francia_urss.php,URSS,Rats_Vasili,amarilla,30
Mundial 1986,Francia,URSS,/partidos/1986_francia_urss.php,URSS,Belanov_Igor,amarilla,33
Mundial 1986,Francia,URSS,/partidos/1986_francia_urss.php,Francia,Fernandez_Luis,amarilla,40
Mundial 1986,Francia,URSS,/partidos/1986_francia_urss.php,Francia,Amoros_Manuel,amarilla,43
Mundial 1986,CoreadelSur,Bulgaria,/partidos/1986_corea_del_sur_bulgaria.php,CoreadelSur,Sung_Joo,amarilla,31
Mundial 1986,CoreadelSur,Bulgaria,/partidos/1986_corea_del_sur_bulgaria.php,Bulgaria,Gospodinov_Zhivko,amarilla,49
Mundial 1986,CoreadelSur,Bulgaria,/partidos/1986_corea_del_sur_bulgaria.php,CoreadelSur,Jeung_Young,amarilla,60
Mundial 1986,Hungría,Canadá,/partidos/1986_hungria_canada.php,Canadá,Sweeney_Mike,amarilla,52
Mundial 1986,Hungría,Canadá,/partidos/1986_hungria_canada.php,Canadá,Lenarduzzi_Bob,amarilla,83
Mundial 1986,Hungría,Canadá,/partidos/1986_hungria_canada.php,Canadá,Sweeney_Mike,Roja,71
Mundial 1986,Inglaterra,Marruecos,/partidos/1986_inglaterra_marruecos.php,Inglaterra,Wilkins_Ray,amarilla,40
Mundial 1986,Inglaterra,Marruecos,/partidos/1986_inglaterra_marruecos.php,Inglaterra,Wilkins_Ray,Roja,71
Mundial 1986,Inglaterra,Marruecos,/partidos/1986_inglaterra_marruecos.php,Marruecos,Khalifa_Labid,amarilla,50
Mundial 1986,Inglaterra,Marruecos,/partidos/1986_inglaterra_marruecos.php,Inglaterra,Hateley_Mark,amarilla,68
Mundial 1986,Inglaterra,Marruecos,/partidos/1986_inglaterra_marruecos.php,Marruecos,Khairi_Abdelrazzak,amarilla,76
Mundial 1986,Polonia,Portugal,/partidos/1986_polonia_portugal.php,Polonia,Wojcicki_Roman,amarilla,46
Mundial 1986,Polonia,Portugal,/partidos/1986_polonia_portugal.php,Polonia,Dziekanowski_Dariusz,amarilla,89
Mundial 1986,México,Paraguay,/partidos/1986_mexico_paraguay.php,Paraguay,Mendoza_Alfredo,amarilla,5
Mundial 1986,México,Paraguay,/partidos/1986_mexico_paraguay.php,México,Negrete_Manuel,amarilla,26
Mundial 1986,México,Paraguay,/partidos/1986_mexico_paraguay.php,Paraguay,Schettina_Vladimiro,amarilla,30
Mundial 1986,México,Paraguay,/partidos/1986_mexico_paraguay.php,México,Sánchez_Hugo,amarilla,75
Mundial 1986,México,Paraguay,/partidos/1986_mexico_paraguay.php,México,Trejo_Mario,amarilla,80
Mundial 1986,IrlandadelNorte,España,/partidos/1986_irlanda_del_norte_espana.php,España,Victor,amarilla,50
Mundial 1986,IrlandadelNorte,España,/partidos/1986_irlanda_del_norte_espana.php,IrlandadelNorte,Hamilton_Billy,amarilla,85
Mundial 1986,AlemaniaOccidental,Escocia,/partidos/1986_alemania_occidental_escocia.php,Escocia,Archibald_Steve,amarilla,30
Mundial 1986,AlemaniaOccidental,Escocia,/partidos/1986_alemania_occidental_escocia.php,Escocia,Bannon_Eamonn,amarilla,44
Mundial 1986,AlemaniaOccidental,Escocia,/partidos/1986_alemania_occidental_escocia.php,Escocia,Malpas_Maurice,amarilla,74
Mundial 1986,Dinamarca,Uruguay,/partidos/1986_dinamarca_uruguay.php,Dinamarca,Nielsen_Ivan,amarilla,7
Mundial 1986,Dinamarca,Uruguay,/partidos/1986_dinamarca_uruguay.php,Uruguay,Bossio_Miguel,amarilla,13
Mundial 1986,Dinamarca,Uruguay,/partidos/1986_dinamarca_uruguay.php,Uruguay,Bossio_Miguel,Roja,71
Mundial 1986,Dinamarca,Uruguay,/partidos/1986_dinamarca_uruguay.php,Uruguay,Da_Jorge,amarilla,35
Mundial 1986,Iraq,Bélgica,/partidos/1986_iraq_belgica.php,Iraq,Gorgis_Bassel,amarilla,1
Mundial 1986,Iraq,Bélgica,/partidos/1986_iraq_belgica.php,Bélgica,Claesen_Nico,amarilla,16
Mundial 1986,Iraq,Bélgica,/partidos/1986_iraq_belgica.php,Iraq,Raad_Hammoudi,amarilla,20
Mundial 1986,Iraq,Bélgica,/partidos/1986_iraq_belgica.php,Iraq,Nadhum_Shaker,amarilla,29
Mundial 1986,Iraq,Bélgica,/partidos/1986_iraq_belgica.php,Iraq,Haris_Mohamed,amarilla,42
Mundial 1986,Iraq,Bélgica,/partidos/1986_iraq_belgica.php,Iraq,Samir_Shaker,amarilla,48
Mundial 1986,Iraq,Bélgica,/partidos/1986_iraq_belgica.php,Iraq,Gorgis_Bassel,Roja,71
Mundial 1986,Iraq,Bélgica,/partidos/1986_iraq_belgica.php,Iraq,Natik_Hashem,amarilla,65
Mundial 1986,Hungría,Francia,/partidos/1986_hungria_francia.php,Francia,Ayache_William,amarilla,41
Mundial 1986,Hungría,Francia,/partidos/1986_hungria_francia.php,Francia,Rocheteau_Dominique,amarilla,69
Mundial 1986,CoreadelSur,Italia,/partidos/1986_corea_del_sur_italia.php,CoreadelSur,Sung_Joo,amarilla,17
Mundial 1986,CoreadelSur,Italia,/partidos/1986_corea_del_sur_italia.php,Italia,Bagni_Salvatore,amarilla,31
Mundial 1986,CoreadelSur,Italia,/partidos/1986_corea_del_sur_italia.php,CoreadelSur,Hoon_Kyung,amarilla,35
Mundial 1986,CoreadelSur,Italia,/partidos/1986_corea_del_sur_italia.php,Italia,Scirea_Gaetano,amarilla,65
Mundial 1986,CoreadelSur,Italia,/partidos/1986_corea_del_sur_italia.php,Italia,Vierchowod_Pietro,amarilla,70
Mundial 1986,CoreadelSur,Italia,/partidos/1986_corea_del_sur_italia.php,CoreadelSur,Jeung_Young,amarilla,71
Mundial 1986,Argentina,Bulgaria,/partidos/1986_argentina_bulgaria.php,Argentina,Cuciuffo_Jose,amarilla,25
Mundial 1986,Portugal,Marruecos,/partidos/1986_portugal_marruecos.php,Portugal,Gomes,amarilla,64
Mundial 1986,Paraguay,Bélgica,/partidos/1986_paraguay_belgica.php,Bélgica,Ceulemans_Jan,amarilla,55
Mundial 1986,Paraguay,Bélgica,/partidos/1986_paraguay_belgica.php,Paraguay,Cesar_Julio,amarilla,55
Mundial 1986,Inglaterra,Polonia,/partidos/1986_inglaterra_polonia.php,Inglaterra,Fenwick_Terry,amarilla,52
Mundial 1986,Iraq,México,/partidos/1986_iraq_mexico.php,Iraq,Karim_Saddam,amarilla,30
Mundial 1986,Iraq,México,/partidos/1986_iraq_mexico.php,Iraq,Mohamed_Khalil,amarilla,73
Mundial 1986,IrlandadelNorte,Brasil,/partidos/1986_irlanda_del_norte_brasil.php,IrlandadelNorte,Donaghy_Mal,amarilla,12
Mundial 1986,Argelia,España,/partidos/1986_argelia_espana.php,Argelia,Madjer_Rabah,amarilla,33
Mundial 1986,Argelia,España,/partidos/1986_argelia_espana.php,España,Goikoetxea,amarilla,89
Mundial 1986,Dinamarca,AlemaniaOccidental,/partidos/1986_dinamarca_alemania_occidental.php,Dinamarca,Arnesen_Frank,amarilla,36
Mundial 1986,Dinamarca,AlemaniaOccidental,/partidos/1986_dinamarca_alemania_occidental.php,AlemaniaOccidental,Eder_Norbert,amarilla,48
Mundial 1986,Dinamarca,AlemaniaOccidental,/partidos/1986_dinamarca_alemania_occidental.php,AlemaniaOccidental,Jakobs_Ditmar,amarilla,51
Mundial 1986,Dinamarca,AlemaniaOccidental,/partidos/1986_dinamarca_alemania_occidental.php,Dinamarca,Arnesen_Frank,Roja,71
Mundial 1986,Escocia,Uruguay,/partidos/1986_escocia_uruguay.php,Uruguay,Batista_Jose,Roja,71
Mundial 1986,Escocia,Uruguay,/partidos/1986_escocia_uruguay.php,Uruguay,Cabrera_Wilmar,amarilla,32
Mundial 1986,Escocia,Uruguay,/partidos/1986_escocia_uruguay.php,Escocia,Narey_David,amarilla,48
Mundial 1986,Escocia,Uruguay,/partidos/1986_escocia_uruguay.php,Escocia,Nicol_Stephen,amarilla,62
Mundial 1986,Escocia,Uruguay,/partidos/1986_escocia_uruguay.php,Uruguay,Diogo_Victor,amarilla,72
Mundial 1986,Escocia,Uruguay,/partidos/1986_escocia_uruguay.php,Uruguay,Alvez_Fernando,amarilla,87
Mundial 1986,URSS,Bélgica,/partidos/1986_urss_belgica.php,Bélgica,Renquin_Michel,amarilla,65
Mundial 1986,México,Bulgaria,/partidos/1986_mexico_bulgaria.php,Bulgaria,Arabov_Nikolai,amarilla,58
Mundial 1986,Argentina,Uruguay,/partidos/1986_argentina_uruguay.php,Argentina,Garre_Oscar,amarilla,30
Mundial 1986,Argentina,Uruguay,/partidos/1986_argentina_uruguay.php,Uruguay,Francescoli_Enzo,amarilla,35
Mundial 1986,Argentina,Uruguay,/partidos/1986_argentina_uruguay.php,Argentina,Brown_Jose,amarilla,49
Mundial 1986,Argentina,Uruguay,/partidos/1986_argentina_uruguay.php,Uruguay,Acevedo_Eduardo,amarilla,58
Mundial 1986,Argentina,Uruguay,/partidos/1986_argentina_uruguay.php,Uruguay,Santin_Sergio,amarilla,68
Mundial 1986,Argentina,Uruguay,/partidos/1986_argentina_uruguay.php,Argentina,Pumpido_Nery,amarilla,83
Mundial 1986,Argentina,Uruguay,/partidos/1986_argentina_uruguay.php,Uruguay,Da_Jorge,amarilla,85
Mundial 1986,Brasil,Polonia,/partidos/1986_brasil_polonia.php,Polonia,Dziekanowski_Dariusz,amarilla,13
Mundial 1986,Brasil,Polonia,/partidos/1986_brasil_polonia.php,Polonia,Boniek_Zbigniew,amarilla,30
Mundial 1986,Brasil,Polonia,/partidos/1986_brasil_polonia.php,Polonia,Smolarek_Wlodimierz,amarilla,32
Mundial 1986,Brasil,Polonia,/partidos/1986_brasil_polonia.php,Brasil,Careca,amarilla,36
Mundial 1986,Brasil,Polonia,/partidos/1986_brasil_polonia.php,Brasil,Edinho,amarilla,83
Mundial 1986,Marruecos,AlemaniaOccidental,/partidos/1986_marruecos_alemania_occidental.php,Marruecos,Lamriss_Abdelmajid,amarilla,29
Mundial 1986,Marruecos,AlemaniaOccidental,/partidos/1986_marruecos_alemania_occidental.php,Marruecos,Khalifa_Labid,amarilla,65
Mundial 1986,Italia,Francia,/partidos/1986_italia_francia.php,Italia,De_Fernando,amarilla,16
Mundial 1986,Italia,Francia,/partidos/1986_italia_francia.php,Francia,Ayache_William,amarilla,40
Mundial 1986,Italia,Francia,/partidos/1986_italia_francia.php,Italia,Di_Antonio,amarilla,67
Mundial 1986,Dinamarca,España,/partidos/1986_dinamarca_espana.php,Dinamarca,Andersen_Henrik,amarilla,26
Mundial 1986,Dinamarca,España,/partidos/1986_dinamarca_espana.php,España,Goikoetxea,amarilla,27
Mundial 1986,Dinamarca,España,/partidos/1986_dinamarca_espana.php,España,Antonio_Jose,amarilla,32
Mundial 1986,Dinamarca,España,/partidos/1986_dinamarca_espana.php,España,Michel,amarilla,60
Mundial 1986,Inglaterra,Paraguay,/partidos/1986_inglaterra_paraguay.php,Inglaterra,Martin_Alvin,amarilla,37
Mundial 1986,Inglaterra,Paraguay,/partidos/1986_inglaterra_paraguay.php,Paraguay,Núñez_Jorge,amarilla,60
Mundial 1986,Inglaterra,Paraguay,/partidos/1986_inglaterra_paraguay.php,Inglaterra,Hodge_Steve,amarilla,67
Mundial 1986,México,AlemaniaOccidental,/partidos/1986_mexico_alemania_occidental.php,México,Aguirre_Javier,amarilla,20
